url_count,ip_url_count,suspicious_tld_count,long_url_count,urgent_count,credential_count,threat_count,reply_to_mismatch,attachment_count,suspicious_attachment_count,text_length,exclamation_count,label
3,0,0,1,1,0,0,0,1,0,2160,0,0
3,0,0,2,1,1,1,0,2,0,2582,2,0
1,0,0,1,0,0,1,0,2,0,1614,0,0
3,0,0,0,0,0,0,0,0,0,1012,1,0
2,0,0,2,0,0,1,0,2,0,489,0,0
2,0,0,0,0,0,0,0,1,0,1048,3,0
5,0,0,0,1,0,1,0,0,0,2040,1,0
1,0,0,0,0,1,1,0,0,0,1132,1,0
0,0,0,0,0,1,1,0,0,0,930,3,0
5,0,0,5,0,1,0,0,0,0,452,2,0
1,0,0,1,1,1,1,0,3,0,189,3,0
3,0,0,1,1,0,0,0,1,0,1226,1,0
5,0,0,3,0,1,1,0,3,0,2521,2,0
2,0,0,0,1,0,0,0,0,0,1715,3,0
1,0,0,1,0,0,1,0,1,0,1646,3,0
3,0,0,1,0,0,0,0,1,0,1936,1,0
0,0,0,0,0,1,1,0,3,0,2032,3,0
2,0,0,2,0,1,0,0,1,0,2835,0,0
4,0,0,4,1,1,1,0,2,0,2598,2,0
1,0,0,0,0,0,0,0,3,0,310,2,0
2,0,0,0,0,1,0,0,0,0,1927,3,0
0,0,0,0,1,0,1,0,2,0,1545,1,0
4,0,0,4,0,1,0,0,0,0,1086,3,0
2,0,0,1,1,0,1,0,3,0,639,3,0
0,0,0,0,1,1,0,0,3,0,183,3,0
3,0,0,0,1,1,1,0,1,0,2497,2,0
2,0,0,0,1,0,1,0,2,0,1112,0,0
1,0,0,0,1,0,1,0,0,0,1231,2,0
0,0,0,0,1,1,0,0,1,0,579,0,0
4,0,0,2,0,1,1,0,2,0,2495,3,0
5,0,0,1,0,1,1,0,1,0,1244,3,0
5,0,0,2,0,1,0,0,2,0,2153,2,0
0,0,0,0,0,1,0,0,3,0,1156,1,0
0,0,0,0,0,0,0,0,3,0,2276,2,0
1,0,0,1,1,0,0,0,2,0,2565,3,0
1,0,0,0,1,1,1,0,1,0,1516,2,0
0,0,0,0,1,0,0,0,2,0,2197,0,0
3,0,0,3,0,0,1,0,0,0,962,0,0
4,0,0,0,1,1,0,0,2,0,2175,0,0
5,0,0,5,0,0,1,0,2,0,2913,0,0
2,0,0,0,1,0,0,0,0,0,373,1,0
5,0,0,4,0,0,0,0,3,0,1012,0,0
2,0,0,0,0,1,1,0,1,0,568,0,0
4,0,0,2,0,1,1,0,1,0,1626,2,0
0,0,0,0,1,0,0,0,2,0,1898,0,0
2,0,0,2,1,1,0,0,3,0,2600,1,0
3,0,0,1,0,1,1,0,3,0,815,0,0
5,0,0,3,0,0,1,0,0,0,508,0,0
0,0,0,0,0,0,0,0,0,0,608,3,0
4,0,0,4,1,0,0,0,3,0,1385,1,0
2,0,0,1,0,0,0,0,0,0,749,2,0
1,0,0,0,1,1,1,0,0,0,105,2,0
5,0,0,1,1,0,0,0,2,0,1851,0,0
1,0,0,1,0,0,1,0,2,0,1611,3,0
1,0,0,1,0,1,0,0,1,0,1084,1,0
1,0,0,1,0,0,0,0,1,0,1577,0,0
4,0,0,1,1,0,0,0,3,0,123,1,0
2,0,0,1,0,1,0,0,2,0,590,1,0
1,0,0,0,1,1,0,0,2,0,1230,0,0
1,0,0,0,1,1,0,0,2,0,517,0,0
0,0,0,0,0,0,0,0,3,0,239,2,0
1,0,0,1,0,0,0,0,1,0,1658,1,0
0,0,0,0,1,0,0,0,1,0,1684,2,0
0,0,0,0,1,0,0,0,2,0,2951,1,0
2,0,0,2,1,1,1,0,2,0,2018,1,0
4,0,0,0,1,0,0,0,0,0,1502,2,0
2,0,0,1,1,1,0,0,0,0,1758,1,0
4,0,0,1,1,0,1,0,3,0,1845,0,0
1,0,0,1,0,0,1,0,3,0,1589,1,0
3,0,0,1,0,1,0,0,1,0,363,3,0
1,0,0,0,1,0,0,0,0,0,128,0,0
3,0,0,2,0,0,1,0,1,0,216,0,0
0,0,0,0,0,1,0,0,0,0,783,0,0
2,0,0,0,1,1,1,0,3,0,1920,1,0
1,0,0,0,0,0,0,0,2,0,1898,3,0
3,0,0,3,1,1,0,0,3,0,1905,0,0
3,0,0,3,0,0,0,0,2,0,1663,1,0
5,0,0,3,1,1,0,0,0,0,2531,1,0
0,0,0,0,0,1,0,0,2,0,2055,2,0
3,0,0,1,1,1,0,0,1,0,2913,1,0
1,0,0,1,0,0,0,0,3,0,357,3,0
2,0,0,1,1,1,1,0,3,0,2023,3,0
5,0,0,4,0,0,0,0,3,0,2692,1,0
4,0,0,4,0,0,0,0,1,0,891,3,0
1,0,0,1,0,1,0,0,1,0,676,3,0
5,0,0,5,1,0,1,0,2,0,2500,2,0
4,0,0,0,1,1,1,0,0,0,881,3,0
0,0,0,0,0,1,0,0,2,0,1270,3,0
1,0,0,1,1,0,1,0,2,0,2469,1,0
1,0,0,1,1,1,1,0,2,0,957,3,0
5,0,0,3,0,0,0,0,1,0,290,1,0
1,0,0,0,1,1,0,0,1,0,2092,3,0
4,0,0,3,0,1,0,0,1,0,446,2,0
4,0,0,0,1,0,1,0,2,0,1849,0,0
5,0,0,5,1,1,1,0,0,0,1051,1,0
2,0,0,0,0,1,1,0,1,0,1090,0,0
3,0,0,2,0,1,0,0,0,0,132,2,0
3,0,0,3,0,1,0,0,2,0,643,0,0
1,0,0,1,1,1,0,0,0,0,2200,0,0
0,0,0,0,1,0,0,0,3,0,853,2,0
1,0,0,1,1,1,0,0,0,0,677,2,0
3,0,0,2,0,0,0,0,0,0,889,3,0
1,0,0,0,1,1,0,0,2,0,249,0,0
2,0,0,1,1,1,0,0,2,0,1891,3,0
1,0,0,0,1,1,1,0,0,0,590,0,0
1,0,0,1,1,1,1,0,0,0,1602,3,0
5,0,0,0,0,0,1,0,1,0,333,3,0
3,0,0,2,1,1,1,0,2,0,1376,2,0
5,0,0,1,0,0,1,0,1,0,2067,2,0
0,0,0,0,1,1,1,0,0,0,2428,1,0
1,0,0,1,0,1,0,0,3,0,290,3,0
5,0,0,5,1,0,1,0,3,0,2977,3,0
2,0,0,2,1,1,1,0,3,0,2501,0,0
4,0,0,0,1,1,0,0,0,0,2615,2,0
4,0,0,1,1,1,0,0,1,0,2445,1,0
3,0,0,3,0,1,1,0,3,0,1558,0,0
1,0,0,0,1,0,0,0,2,0,2426,0,0
1,0,0,0,0,0,1,0,0,0,2031,0,0
4,0,0,4,1,1,0,0,0,0,2449,1,0
2,0,0,2,0,1,0,0,0,0,2181,1,0
3,0,0,2,0,1,0,0,3,0,882,0,0
3,0,0,3,0,1,1,0,3,0,800,2,0
0,0,0,0,1,0,0,0,1,0,541,1,0
4,0,0,0,0,0,0,0,2,0,631,1,0
1,0,0,0,1,0,1,0,3,0,683,0,0
3,0,0,2,0,1,1,0,2,0,2734,1,0
0,0,0,0,1,0,0,0,3,0,1734,3,0
0,0,0,0,0,1,1,0,2,0,979,2,0
3,0,0,0,0,0,1,0,2,0,861,0,0
4,0,0,4,1,1,1,0,3,0,1420,2,0
2,0,0,1,1,1,1,0,0,0,338,3,0
0,0,0,0,0,0,0,0,3,0,906,2,0
2,0,0,2,1,1,0,0,0,0,2310,1,0
2,0,0,2,0,1,1,0,0,0,2967,3,0
0,0,0,0,1,1,0,0,1,0,814,2,0
2,0,0,1,0,1,1,0,2,0,2170,2,0
1,0,0,1,0,0,1,0,1,0,329,1,0
2,0,0,1,0,1,1,0,3,0,614,1,0
0,0,0,0,0,1,0,0,3,0,1966,1,0
5,0,0,5,0,1,0,0,3,0,845,3,0
3,0,0,2,1,0,0,0,2,0,203,1,0
5,0,0,5,0,1,0,0,1,0,2000,0,0
1,0,0,0,1,1,1,0,0,0,1591,0,0
1,0,0,0,1,1,0,0,1,0,2610,2,0
3,0,0,0,1,1,1,0,0,0,1155,3,0
1,0,0,1,0,0,1,0,1,0,1068,2,0
4,0,0,1,1,0,0,0,2,0,875,3,0
4,0,0,3,0,0,0,0,1,0,2740,1,0
4,0,0,4,0,1,1,0,2,0,1685,1,0
5,0,0,3,0,0,1,0,3,0,616,3,0
5,0,0,3,1,0,0,0,1,0,2058,3,0
0,0,0,0,1,1,1,0,3,0,2473,3,0
4,0,0,3,0,1,0,0,2,0,886,3,0
2,0,0,1,1,0,1,0,2,0,213,3,0
5,0,0,1,0,0,1,0,3,0,2719,1,0
0,0,0,0,0,1,0,0,2,0,1085,1,0
5,0,0,4,0,0,0,0,0,0,2501,0,0
1,0,0,0,0,0,0,0,1,0,2143,1,0
4,0,0,0,0,1,0,0,0,0,758,2,0
1,0,0,1,1,1,1,0,2,0,1657,3,0
0,0,0,0,1,0,0,0,1,0,1343,3,0
4,0,0,4,0,1,1,0,0,0,178,2,0
0,0,0,0,1,0,0,0,3,0,1707,1,0
4,0,0,2,1,0,1,0,2,0,2424,3,0
3,0,0,3,0,1,1,0,1,0,2817,1,0
1,0,0,1,1,0,0,0,2,0,2139,3,0
0,0,0,0,0,1,1,0,3,0,1757,2,0
0,0,0,0,0,1,0,0,3,0,1810,1,0
4,0,0,0,0,1,1,0,1,0,2752,1,0
0,0,0,0,0,0,0,0,3,0,389,1,0
3,0,0,0,1,1,1,0,1,0,2845,1,0
3,0,0,2,1,1,0,0,3,0,2576,1,0
3,0,0,2,0,1,1,0,3,0,302,3,0
3,0,0,1,0,0,0,0,0,0,1006,1,0
0,0,0,0,1,1,0,0,3,0,726,3,0
0,0,0,0,1,0,0,0,1,0,1121,2,0
3,0,0,3,1,0,0,0,0,0,973,2,0
1,0,0,1,1,0,0,0,3,0,1217,1,0
5,0,0,4,1,1,0,0,3,0,2358,0,0
1,0,0,1,0,0,1,0,2,0,1479,0,0
2,0,0,2,1,0,0,0,0,0,1206,2,0
4,0,0,4,0,0,1,0,3,0,1765,1,0
4,0,0,3,1,1,1,0,0,0,2952,0,0
0,0,0,0,1,0,1,0,3,0,2775,0,0
0,0,0,0,1,1,0,0,3,0,2888,1,0
4,0,0,4,0,1,1,0,3,0,1894,3,0
5,0,0,0,0,1,0,0,1,0,2453,1,0
4,0,0,3,1,1,0,0,1,0,1803,0,0
5,0,0,3,1,0,0,0,2,0,867,1,0
5,0,0,4,0,0,0,0,0,0,728,1,0
5,0,0,4,0,1,1,0,3,0,1405,2,0
5,0,0,5,0,1,0,0,3,0,1014,2,0
1,0,0,0,0,1,1,0,1,0,2211,1,0
4,0,0,4,0,1,0,0,1,0,2167,0,0
5,0,0,5,1,0,1,0,3,0,615,3,0
2,0,0,1,1,0,0,0,0,0,431,3,0
3,0,0,0,1,1,1,0,3,0,284,1,0
4,0,0,0,1,1,0,0,0,0,1130,2,0
5,0,0,1,0,1,0,0,2,0,240,1,0
4,0,0,3,0,0,1,0,0,0,1925,0,0
5,0,0,2,1,1,1,0,3,0,866,0,0
0,0,0,0,0,1,1,0,1,0,1409,3,0
5,0,0,1,0,1,0,0,0,0,1979,1,0
0,0,0,0,1,0,1,0,2,0,2047,2,0
3,0,0,2,1,0,0,0,3,0,2607,0,0
5,0,0,0,1,0,0,0,0,0,2928,1,0
3,0,0,0,0,1,1,0,2,0,538,3,0
4,0,0,2,1,1,0,0,2,0,1898,1,0
4,0,0,4,1,1,0,0,1,0,590,0,0
3,0,0,1,0,0,0,0,0,0,2952,2,0
5,0,0,5,1,1,1,0,1,0,586,2,0
3,0,0,2,0,1,1,0,0,0,2474,1,0
0,0,0,0,1,0,1,0,2,0,175,2,0
5,0,0,2,1,0,1,0,3,0,1826,0,0
1,0,0,0,1,0,0,0,1,0,1222,2,0
5,0,0,0,0,1,0,0,1,0,1392,0,0
2,0,0,0,0,1,1,0,0,0,636,3,0
0,0,0,0,1,1,0,0,1,0,1217,1,0
4,0,0,1,1,0,0,0,0,0,2872,0,0
2,0,0,1,0,1,1,0,0,0,1986,0,0
4,0,0,1,0,1,0,0,2,0,832,1,0
5,0,0,3,1,0,0,0,1,0,115,2,0
1,0,0,1,1,0,1,0,3,0,1971,3,0
5,0,0,4,0,0,0,0,2,0,1222,2,0
3,0,0,0,0,0,1,0,3,0,1573,0,0
4,0,0,1,1,0,0,0,3,0,462,2,0
3,0,0,1,1,1,0,0,1,0,717,1,0
4,0,0,3,0,0,0,0,1,0,2169,3,0
0,0,0,0,0,0,0,0,0,0,2552,3,0
0,0,0,0,0,1,1,0,0,0,2201,2,0
1,0,0,0,0,0,0,0,2,0,2038,2,0
3,0,0,2,1,0,0,0,1,0,380,2,0
3,0,0,0,1,0,1,0,0,0,420,3,0
1,0,0,0,0,1,0,0,2,0,781,2,0
4,0,0,4,0,1,0,0,1,0,2408,2,0
1,0,0,1,1,0,1,0,1,0,1529,3,0
3,0,0,0,1,1,1,0,3,0,2206,0,0
3,0,0,0,0,1,1,0,2,0,1481,2,0
3,0,0,2,1,0,0,0,3,0,2060,1,0
4,0,0,3,0,1,1,0,3,0,570,1,0
0,0,0,0,0,0,1,0,0,0,1441,2,0
5,0,0,0,0,1,1,0,2,0,1951,0,0
0,0,0,0,1,0,1,0,1,0,1071,0,0
3,0,0,2,0,0,0,0,1,0,2695,1,0
0,0,0,0,1,1,1,0,3,0,486,3,0
4,0,0,3,0,1,1,0,3,0,2796,2,0
2,0,0,0,1,0,1,0,2,0,1048,0,0
0,0,0,0,0,1,1,0,1,0,2446,0,0
0,0,0,0,0,0,1,0,1,0,1686,0,0
0,0,0,0,0,1,1,0,3,0,1799,2,0
4,0,0,0,0,0,0,0,2,0,2995,3,0
3,0,0,2,1,1,0,0,0,0,2902,2,0
0,0,0,0,0,1,0,0,3,0,1906,3,0
3,0,0,3,0,1,1,0,2,0,1794,3,0
0,0,0,0,0,1,0,0,1,0,2339,0,0
0,0,0,0,1,0,1,0,2,0,1119,1,0
3,0,0,0,1,1,0,0,0,0,1966,0,0
4,0,0,0,1,1,0,0,0,0,495,3,0
2,0,0,0,1,1,1,0,2,0,2623,0,0
1,0,0,0,0,1,0,0,1,0,1188,1,0
3,0,0,2,0,0,1,0,3,0,727,1,0
4,0,0,3,0,1,1,0,2,0,447,3,0
3,0,0,3,0,1,1,0,0,0,2127,2,0
1,0,0,1,1,0,1,0,0,0,627,1,0
1,0,0,1,0,0,1,0,1,0,2759,3,0
3,0,0,0,1,0,0,0,0,0,204,3,0
3,0,0,1,0,0,0,0,2,0,926,2,0
5,0,0,4,0,0,0,0,3,0,1986,1,0
2,0,0,0,1,0,0,0,2,0,299,1,0
3,0,0,3,1,1,1,0,0,0,739,1,0
0,0,0,0,1,0,0,0,1,0,798,3,0
2,0,0,0,1,1,1,0,2,0,310,1,0
5,0,0,1,0,1,1,0,3,0,1389,2,0
5,0,0,2,0,1,1,0,2,0,2467,1,0
2,0,0,0,0,0,1,0,2,0,989,2,0
4,0,0,2,1,1,1,0,2,0,2731,0,0
2,0,0,1,1,1,0,0,3,0,1126,1,0
5,0,0,4,1,0,0,0,0,0,538,1,0
0,0,0,0,0,1,0,0,3,0,2833,1,0
2,0,0,1,1,0,1,0,3,0,1243,1,0
5,0,0,0,1,0,0,0,1,0,361,1,0
1,0,0,1,1,0,0,0,3,0,1048,2,0
5,0,0,2,1,0,0,0,2,0,1938,3,0
1,0,0,0,1,1,0,0,0,0,526,0,0
1,0,0,0,0,0,1,0,2,0,1381,0,0
2,0,0,1,0,0,1,0,1,0,817,2,0
5,0,0,0,0,0,0,0,0,0,2362,2,0
2,0,0,0,0,0,1,0,1,0,2634,0,0
1,0,0,0,0,1,0,0,2,0,2149,2,0
5,0,0,3,0,0,1,0,3,0,543,1,0
3,0,0,0,0,1,0,0,3,0,349,0,0
1,0,0,1,0,0,0,0,3,0,2487,1,0
1,0,0,0,0,1,0,0,3,0,2572,3,0
4,0,0,2,1,1,0,0,1,0,2299,0,0
3,0,0,2,0,1,0,0,2,0,761,1,0
2,0,0,2,1,0,0,0,0,0,2440,1,0
1,0,0,1,0,0,1,0,2,0,1809,2,0
0,0,0,0,1,0,1,0,0,0,943,1,0
1,0,0,1,1,1,1,0,2,0,1092,1,0
4,0,0,4,0,1,0,0,0,0,2031,3,0
1,0,0,1,0,1,1,0,0,0,2215,1,0
5,0,0,4,0,1,0,0,0,0,247,0,0
2,0,0,1,1,1,1,0,2,0,2673,1,0
0,0,0,0,0,0,1,0,2,0,1821,1,0
3,0,0,0,0,1,1,0,2,0,1925,0,0
5,0,0,3,1,0,0,0,1,0,233,2,0
1,0,0,0,1,0,1,0,0,0,880,3,0
1,0,0,1,0,1,1,0,1,0,181,2,0
1,0,0,1,0,0,0,0,3,0,2731,1,0
0,0,0,0,1,0,0,0,1,0,2218,2,0
2,0,0,1,1,1,1,0,3,0,1026,3,0
2,0,0,0,0,1,0,0,3,0,2131,3,0
1,0,0,1,0,0,1,0,0,0,1275,2,0
4,0,0,1,0,0,1,0,3,0,865,1,0
3,0,0,2,1,0,1,0,0,0,365,0,0
1,0,0,1,0,0,0,0,0,0,171,3,0
1,0,0,0,1,1,1,0,1,0,2388,3,0
1,0,0,0,0,0,0,0,1,0,1814,1,0
1,0,0,1,1,1,1,0,2,0,208,3,0
5,0,0,2,1,0,0,0,0,0,891,1,0
1,0,0,1,1,1,0,0,3,0,859,1,0
5,0,0,1,1,0,1,0,0,0,1734,2,0
5,0,0,5,1,1,1,0,0,0,2378,3,0
4,0,0,1,1,1,0,0,1,0,663,1,0
5,0,0,2,0,1,1,0,0,0,2752,0,0
5,0,0,3,1,1,1,0,2,0,2450,1,0
1,0,0,1,0,0,0,0,1,0,964,3,0
1,0,0,1,1,0,0,0,1,0,1103,1,0
5,0,0,0,1,1,1,0,0,0,2284,0,0
2,0,0,0,1,1,0,0,1,0,2094,0,0
3,0,0,3,1,0,0,0,1,0,2259,3,0
4,0,0,4,1,1,1,0,0,0,1708,2,0
0,0,0,0,0,1,0,0,1,0,2071,3,0
5,0,0,1,0,1,0,0,3,0,2362,1,0
2,0,0,1,1,0,1,0,1,0,1404,1,0
1,0,0,1,0,0,1,0,0,0,469,3,0
2,0,0,2,0,0,1,0,2,0,1812,1,0
4,0,0,3,1,0,0,0,2,0,2802,2,0
5,0,0,4,0,0,1,0,2,0,2319,1,0
2,0,0,0,0,0,0,0,1,0,211,1,0
2,0,0,0,1,1,0,0,3,0,1335,0,0
1,0,0,0,0,1,0,0,1,0,1007,3,0
4,0,0,4,1,0,1,0,1,0,2865,3,0
0,0,0,0,1,0,1,0,0,0,1091,2,0
1,0,0,1,1,0,0,0,2,0,2022,1,0
1,0,0,0,1,1,1,0,3,0,2225,3,0
0,0,0,0,0,0,0,0,3,0,2008,2,0
1,0,0,1,0,0,1,0,1,0,1110,1,0
0,0,0,0,1,1,1,0,1,0,1699,0,0
0,0,0,0,0,1,0,0,3,0,950,0,0
4,0,0,1,1,0,0,0,2,0,1024,1,0
3,0,0,0,1,1,0,0,3,0,2284,2,0
2,0,0,0,0,0,0,0,1,0,1812,2,0
0,0,0,0,1,1,1,0,3,0,341,3,0
0,0,0,0,1,1,0,0,0,0,2220,1,0
3,0,0,0,1,1,1,0,2,0,1451,3,0
4,0,0,4,0,0,1,0,0,0,1555,3,0
3,0,0,3,1,1,0,0,1,0,1628,0,0
2,0,0,2,1,1,0,0,0,0,2438,0,0
2,0,0,1,1,1,1,0,3,0,707,3,0
2,0,0,0,1,1,0,0,3,0,1994,1,0
5,0,0,1,1,0,0,0,2,0,2666,3,0
1,0,0,1,0,0,1,0,3,0,2331,0,0
0,0,0,0,0,0,1,0,3,0,2656,3,0
0,0,0,0,0,0,0,0,3,0,2709,3,0
3,0,0,3,1,1,0,0,2,0,1752,2,0
2,0,0,1,0,1,0,0,3,0,438,2,0
4,0,0,0,1,0,0,0,0,0,2595,2,0
0,0,0,0,0,0,1,0,2,0,1270,3,0
1,0,0,0,1,0,1,0,2,0,1617,1,0
4,0,0,2,1,1,1,0,2,0,1314,1,0
4,0,0,0,0,1,1,0,0,0,771,0,0
3,0,0,3,0,1,0,0,3,0,1624,3,0
3,0,0,1,0,0,0,0,2,0,581,0,0
2,0,0,2,1,0,0,0,1,0,1320,1,0
2,0,0,0,1,1,0,0,1,0,2322,1,0
0,0,0,0,0,0,1,0,1,0,2804,0,0
5,0,0,1,0,0,1,0,2,0,2703,0,0
2,0,0,0,0,1,0,0,2,0,470,2,0
2,0,0,0,0,1,1,0,0,0,2162,3,0
2,0,0,0,1,0,1,0,3,0,643,1,0
2,0,0,2,1,0,1,0,2,0,2795,3,0
3,0,0,1,0,1,1,0,2,0,2141,2,0
1,0,0,0,1,0,1,0,3,0,2360,2,0
2,0,0,1,1,1,0,0,3,0,2972,3,0
2,0,0,0,1,0,1,0,3,0,611,3,0
4,0,0,1,0,1,0,0,3,0,2641,0,0
0,0,0,0,1,0,0,0,3,0,1791,1,0
0,0,0,0,0,1,0,0,0,0,1469,3,0
2,0,0,2,0,0,0,0,0,0,1128,2,0
0,0,0,0,0,1,1,0,2,0,2163,0,0
5,0,0,5,1,1,0,0,0,0,1989,1,0
1,0,0,0,1,1,0,0,1,0,1718,3,0
5,0,0,1,0,0,1,0,1,0,186,3,0
2,0,0,0,0,0,0,0,3,0,1793,1,0
3,0,0,1,0,0,1,0,2,0,2105,1,0
0,0,0,0,1,0,1,0,0,0,2491,2,0
3,0,0,0,1,1,1,0,3,0,2646,0,0
2,0,0,2,1,1,1,0,2,0,2655,0,0
4,0,0,3,1,0,1,0,2,0,2788,1,0
1,0,0,1,0,1,1,0,3,0,1537,1,0
3,0,0,3,0,1,1,0,0,0,2503,1,0
2,0,0,0,0,0,1,0,1,0,1304,1,0
5,0,0,3,0,1,1,0,2,0,2524,0,0
5,0,0,0,1,0,0,0,2,0,1660,2,0
1,0,0,0,0,1,0,0,0,0,746,3,0
5,0,0,4,1,0,0,0,3,0,1384,1,0
2,0,0,0,0,0,1,0,2,0,1247,3,0
3,0,0,0,0,0,0,0,0,0,1832,3,0
2,0,0,1,0,1,0,0,0,0,1922,1,0
3,0,0,0,0,0,1,0,0,0,2422,1,0
3,0,0,2,0,0,1,0,3,0,2480,2,0
0,0,0,0,1,1,1,0,3,0,440,2,0
4,0,0,1,0,1,0,0,2,0,838,0,0
1,0,0,0,1,0,0,0,0,0,807,0,0
0,0,0,0,0,0,1,0,3,0,2990,2,0
1,0,0,1,0,0,1,0,3,0,2354,3,0
1,0,0,0,0,1,1,0,3,0,924,0,0
4,0,0,1,0,1,1,0,3,0,1123,3,0
1,0,0,0,1,1,0,0,3,0,1214,3,0
3,0,0,1,1,1,0,0,0,0,2747,3,0
3,0,0,2,1,0,1,0,3,0,2144,2,0
5,0,0,0,1,0,0,0,0,0,2859,0,0
4,0,0,4,0,1,0,0,0,0,2424,0,0
5,0,0,3,1,1,1,0,1,0,1291,0,0
4,0,0,1,1,0,0,0,2,0,1656,0,0
3,0,0,2,1,0,1,0,1,0,1520,1,0
5,0,0,2,0,0,1,0,3,0,2958,3,0
3,0,0,0,0,1,0,0,1,0,425,1,0
3,0,0,3,0,1,1,0,2,0,2370,2,0
0,0,0,0,0,1,1,0,2,0,607,1,0
4,0,0,0,1,1,1,0,3,0,1939,2,0
2,0,0,0,1,1,1,0,3,0,2033,2,0
2,0,0,2,0,1,1,0,0,0,2843,0,0
5,0,0,5,1,1,1,0,3,0,2218,2,0
4,0,0,0,0,1,1,0,2,0,517,2,0
3,0,0,0,1,1,0,0,3,0,1434,2,0
5,0,0,2,0,0,1,0,3,0,2556,2,0
4,0,0,2,1,0,1,0,3,0,2412,3,0
4,0,0,0,1,0,1,0,1,0,2580,3,0
0,0,0,0,0,0,1,0,1,0,2300,3,0
5,0,0,3,0,0,0,0,1,0,2656,3,0
2,0,0,1,1,0,0,0,1,0,1491,1,0
4,0,0,2,0,1,0,0,1,0,2761,3,0
1,0,0,1,1,1,0,0,3,0,801,2,0
4,0,0,0,1,0,1,0,0,0,1621,0,0
1,0,0,0,1,0,1,0,1,0,1606,2,0
1,0,0,0,0,0,0,0,2,0,1792,2,0
5,0,0,5,0,1,0,0,0,0,240,2,0
3,0,0,3,0,0,0,0,1,0,270,0,0
1,0,0,0,0,0,1,0,1,0,2751,2,0
0,0,0,0,0,0,1,0,1,0,872,3,0
0,0,0,0,1,1,0,0,0,0,1014,2,0
1,0,0,1,1,1,0,0,2,0,2061,3,0
4,0,0,3,1,1,0,0,1,0,1900,1,0
2,0,0,1,1,1,0,0,1,0,1542,0,0
1,0,0,1,0,1,1,0,2,0,1170,3,0
1,0,0,1,0,1,0,0,3,0,2312,1,0
4,0,0,4,1,0,0,0,1,0,2001,0,0
1,0,0,1,0,1,1,0,0,0,579,0,0
5,0,0,4,1,1,1,0,3,0,1387,3,0
2,0,0,2,1,1,1,0,1,0,1487,2,0
0,0,0,0,1,0,1,0,1,0,806,2,0
5,0,0,5,1,1,1,0,0,0,2822,2,0
2,0,0,2,0,0,0,0,2,0,1588,1,0
3,0,0,0,0,0,0,0,0,0,1169,2,0
3,0,0,0,1,1,0,0,3,0,2093,2,0
1,0,0,1,1,1,1,0,2,0,2512,3,0
4,0,0,4,1,0,0,0,3,0,2832,1,0
3,0,0,1,0,0,1,0,3,0,2103,0,0
1,0,0,0,0,1,1,0,0,0,2518,1,0
0,0,0,0,0,0,1,0,0,0,2630,3,0
0,0,0,0,0,1,1,0,1,0,153,2,0
1,0,0,1,0,0,0,0,0,0,500,3,0
5,0,0,1,0,0,1,0,0,0,1153,2,0
5,0,0,0,1,0,1,0,1,0,1697,3,0
4,0,0,3,0,1,0,0,0,0,2001,2,0
1,0,0,0,0,1,1,0,2,0,2067,0,0
4,0,0,1,1,0,1,0,2,0,2955,0,0
1,0,0,1,0,1,1,0,0,0,1060,1,0
2,0,0,2,1,0,0,0,1,0,1377,3,0
2,0,0,0,1,1,0,0,0,0,1157,1,0
0,0,0,0,1,0,0,0,1,0,933,3,0
0,0,0,0,0,0,0,0,3,0,1295,1,0
4,0,0,0,1,1,0,0,1,0,2477,1,0
2,0,0,0,0,0,0,0,3,0,764,1,0
0,0,0,0,1,1,1,0,2,0,2117,3,0
4,0,0,1,1,0,1,0,1,0,364,1,0
5,0,0,5,1,1,1,0,0,0,667,1,0
3,0,0,2,0,0,1,0,0,0,1369,2,0
0,0,0,0,1,0,0,0,0,0,1451,1,0
4,0,0,0,1,1,1,0,3,0,562,1,0
5,0,0,4,1,1,1,0,1,0,957,0,0
5,0,0,1,0,1,0,0,2,0,2287,3,0
1,0,0,0,1,0,1,0,2,0,300,0,0
5,0,0,0,0,1,1,0,0,0,2744,1,0
1,0,0,1,0,0,1,0,2,0,661,0,0
4,0,0,2,0,1,1,0,3,0,1271,1,0
0,0,0,0,0,0,1,0,0,0,1038,3,0
3,0,0,0,1,0,1,0,1,0,2463,3,0
4,0,0,2,1,1,0,0,0,0,1433,2,0
3,0,0,3,0,0,0,0,1,0,1992,2,0
5,0,0,1,1,1,0,0,1,0,2539,3,0
0,0,0,0,0,1,1,0,2,0,1945,0,0
4,0,0,2,1,0,1,0,3,0,2332,3,0
4,0,0,2,1,1,1,0,0,0,2500,1,0
1,0,0,1,0,1,0,0,0,0,1887,2,0
0,0,0,0,1,0,1,0,3,0,2977,0,0
1,0,0,0,1,0,1,0,2,0,2510,0,0
2,0,0,1,0,1,1,0,0,0,991,0,0
0,0,0,0,0,0,0,0,3,0,1856,2,0
0,0,0,0,0,1,1,0,2,0,557,3,0
5,0,0,4,0,0,1,0,1,0,1999,0,0
0,0,0,0,0,0,0,0,0,0,1137,0,0
2,0,0,1,0,1,0,0,3,0,1139,2,0
0,0,0,0,0,1,0,0,0,0,2461,1,0
4,0,0,2,0,1,0,0,0,0,1696,2,0
1,0,0,1,1,1,0,0,0,0,639,3,0
3,0,0,0,1,0,1,0,3,0,1823,1,0
0,0,0,0,0,0,1,0,3,0,620,2,0
4,0,0,1,0,1,0,0,1,0,1734,1,0
